0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11029863,0.0,0.0,0.0,0.0,0.0,0.0,0.8897013
0.0,0.0,0.0,0.3515116,0.031386655,0.37801737,0.03511964,0.0,0.007658447,0.0,0.0,0.19630632,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.24346615,0.0,0.0,0.28634495,0.4701889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.07305004,0.041696317,0.0,0.7975416,0.0,0.0,0.0,0.087712035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.4591236,0.0,0.5408764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065175675,0.0,0.0,0.0,0.93482435,0.0,0.0,0.0
0.20561692,0.012702428,0.0,0.0,0.0,0.0,0.0,0.2723761,0.0,0.0,0.0,0.09064147,0.22757395,0.0,0.0,0.19108908
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0076868576,0.22677475,0.0,0.18671526,0.10828205,0.0,0.0,0.13201949,0.25958747,0.044586852,0.020974621,0.0,0.0,0.0,0.0,0.013372622
0.04591631,0.0023231332,0.0,0.0,0.0,0.0,0.0,0.75202787,0.19973266,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8847814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11521858,0.0,0.0,0.0,0.0,0.0,0.0,0.0
