0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08072292,0.0,0.0,0.2280081,0.0,0.0,0.0,0.0,0.0,0.421071,0.0,0.0,0.0,0.0,0.0,0.036216598,0.0,0.23398139
0.0,0.0,0.0,0.0,0.11347542,0.20742074,0.16095972,0.1063134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0047789267,0.0,0.0,0.0,0.0,0.06331863,0.01932757,0.14188144,0.0,0.0,0.0,0.0,0.0,0.089515865,0.0,0.09300832,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.86242104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13757895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.25470212,0.0,0.0,0.0,0.3197886,0.12814526,0.048258115,0.0,0.0,0.0,0.0,0.020097688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049730502,0.0,0.12602706,0.0,0.0,0.0,0.0,0.0,0.029084632,0.0,0.024166051,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.20224123,0.0,0.0,0.13185523,0.0,0.14305878,0.09339394,0.0,0.0,0.0,0.0,0.031266253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.086449735,0.021481834,0.12260782,0.0,0.0,0.0,0.0,0.0,0.07339604,0.0,0.0942491,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.20638686,0.0,0.0,0.07940192,0.281769,0.0,0.05782828,0.0,0.0,0.0,0.0,0.04706257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08599736,0.0,0.11751782,0.0,0.0,0.0,0.0,0.0,0.06214753,0.0,0.061888706,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.16774188,0.0,0.0,0.076462835,0.24933296,0.14206249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17544499,0.0,0.106931634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08202326,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19854748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49075106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19027789,0.0,0.1204236,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050688062,0.118845105,0.087837785,0.0,0.12695268,0.027683713,0.0,0.05624628,0.0,0.028779384,0.09121123,0.0,0.0,0.0,0.0,0.1302139,0.1464348,0.0,0.0,0.0,0.0,0.13510703,0.0,0.0,0.0,0.0
0.0,0.11961084,0.07407681,0.06593542,0.0,0.0,0.0,0.0,0.0,0.101945795,0.0,0.44586766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10894617,0.08361729,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.124959014,0.19444486,0.0,0.0,0.0,0.0,0.0,0.24764895,0.0,0.0,0.08749328,0.020365767,0.0,0.0,0.074666455,0.02302558,0.0,0.0,0.0,0.018432539,0.0,0.011997777,0.0,0.082040355,0.0,0.06986957,0.0,0.04505579
0.0,0.0,0.0,0.14160836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033307586,0.0,0.3608237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46426037,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10702003,0.35495222,0.26077572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.277252,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.06661326,0.061300408,0.04914888,0.0,0.0,0.0,0.0,0.0,0.0,0.18304776,0.09556,0.0,0.0,0.0,0.0,0.0,0.067591086,0.19213358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.102409564,0.05742291,0.0,0.0,0.0,0.0,0.0895726,0.035199866,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20425723,0.0,0.35641932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27330002,0.0,0.0,0.0,0.0,0.0,0.0,0.16602343
0.076421134,0.0,0.0,0.10082058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24915487,0.0,0.0,0.0,0.16819207,0.0,0.0,0.0,0.0,0.0,0.37036812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035043195
0.0,0.0,0.0,0.010375664,0.0,0.0,0.0,0.0,0.0,0.0,0.12162496,0.1854866,0.0,0.0,0.0,0.0,0.14180104,0.085370965,0.0,0.0625883,0.0,0.118640564,0.0,0.0,0.0,0.06643457,0.0,0.0,0.092400216,0.0,0.0,0.0,0.0,0.0,0.11527711,0.0,0.0
0.10658536,0.0,0.0,0.0,0.0,0.0,0.0,0.031200642,0.0,0.0,0.0,0.06544499,0.0,0.0,0.0,0.0,0.05747277,0.19291534,0.22264075,0.0,0.0,0.0,0.04093489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0658875,0.16033667,0.05658104
0.0,0.11985052,0.0,0.0,0.1380393,0.22053584,0.07773019,0.04862145,0.0,0.12237016,0.0,0.0,0.08591152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05301071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1279618,0.0,0.0059684715,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85414696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14585306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.1298108,0.0,0.0,0.08183445,0.17878309,0.13476287,0.07060679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21077365,0.0,0.0,0.0,0.031772375,0.0,0.0,0.0,0.0,0.0,0.16165592,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0789984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05454692,0.25634977,0.35111713,0.0,0.0,0.0,0.10504786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15394,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28744724,0.45723268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2553201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9521781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047821816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.08885109,0.0,0.0,0.021196244,0.066005975,0.050503522,0.061751205,0.0,0.0,0.0,0.0,0.0,0.058336273,0.0,0.0,0.0,0.14231016,0.0,0.034449507,0.0,0.0,0.1721722,0.0,0.0,0.043459065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05689261,0.2040721,0.0
0.0,0.0,0.7062458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2791307,0.0,0.0,0.0,0.0,0.0,0.014623513,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.13547955,0.0,0.0,0.0,0.14670803,0.04913954,0.07185033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1861057,0.0,0.0,0.061653983,0.0,0.0,0.0,0.0,0.0,0.0,0.11817372,0.23088914,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.444504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55549604,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65861726,0.0,0.0,0.11509898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22628376,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035863303,0.0,0.0,0.0,0.036010653,0.0,0.0,0.0,0.0,0.06168147,0.11661565,0.13289061,0.20400836,0.0,0.0,0.10333372,0.0,0.0,0.1103962,0.0,0.0,0.059921686,0.0,0.0,0.0,0.0,0.0,0.0,0.1392784,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.16543481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.100794725,0.028634943,0.22663574,0.0,0.0,0.0,0.0,0.0,0.112675905,0.0,0.0,0.08025733,0.0,0.0,0.0,0.0,0.07821985,0.15607128,0.051275417,0.0
