0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03787532,0.0,0.0,0.044335984,0.103188984,0.19566803,0.0,0.18219383,0.011289211,0.26198393,0.0,0.0,0.031399585,0.13206507,0.0,0.0
0.0057468126,0.0,0.0,0.3876408,0.47501075,0.010376797,0.0,0.0065596984,0.01776503,0.037177242,0.0,0.054445636,0.0052772425,0.0,0.0,0.0
0.0,0.083281495,0.24205443,0.0,0.26831272,0.27157432,0.0,0.0,0.008074835,0.023448642,0.0,0.10121572,0.0020378188,0.0,0.0,0.0
0.039445583,0.01982942,0.32711416,0.22338687,0.0,0.2854278,0.0,0.047381774,0.009515555,0.008033248,0.0,0.0,0.039865486,0.0,0.0,0.0
0.04782492,0.12304144,0.04662515,0.23466775,0.3416427,0.0,0.0,0.049089737,0.034912977,0.022724723,0.0,0.0,0.049596794,0.0,0.0,0.04987381
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17314614,0.0,0.0,0.8268539,0.0
0.03921663,0.09092426,0.0,0.0,0.0,0.0,0.0,0.0,0.04127107,0.19275275,0.0,0.0,0.043835983,0.59199935,0.0,0.0
0.010773511,0.0,0.012921308,0.0,0.009621058,0.010930423,0.0,0.010318622,0.0,0.012867826,0.0,0.89370227,0.011920504,0.019725574,0.0,0.0072188256
0.0,0.4711039,0.0,0.0,0.0,0.0,0.0,0.18626563,0.0,0.0,0.0,0.0,0.0,0.34263042,0.0,0.0
0.053580783,0.0,0.0,0.0,0.05367214,0.0,0.018145313,0.053515464,0.05228802,0.050653554,0.0,0.61226,0.05397644,0.05190839,0.0,0.0
0.0,0.10683492,0.007417708,0.15593965,0.004021729,0.017312353,0.2856546,0.0,0.110166974,0.0,0.3126521,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.08705711,0.0,0.0,0.0,0.0,0.0,0.8247997,0.0,0.08814314,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
